# UK TRACK EXCHANGE FORMAT, V1.0
# Lat,Long,DTG,UnitName,CaseNumber,Type,Flag,Sensor,MajorAxis,SemiMajorAxis,SemiMinorAxis,Course,Speed,Depth,Likelihood,Confidence,SuppliedBy,Provenance,InfoCutoffDate,Purpose,Classification,DistributionStatement
22.1206472, -21.7563917,19951212T112900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,346.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1225972, -21.7570972,19951212T113000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,21.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1240056, -21.7562889,19951212T113100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,21.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1252583, -21.7555833,19951212T113200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,19.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1264444, -21.754975,19951212T113300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,20.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1276944, -21.7543,19951212T113400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,20.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1292194, -21.7534611,19951212T113500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,20.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1309972, -21.7525111,19951212T113600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,20.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1330306, -21.7514111,19951212T113700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,20.8000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1351778, -21.7502167,19951212T113800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,20.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1374167, -21.7490111,19951212T113900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,20.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1397083, -21.7477861,19951212T114000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,20.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1417389, -21.7466944,19951212T114100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,20.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
